id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;localisation_de_la_scene;code_postal;date_de_debut;date_de_fin;longitude;latitude
2018-739;Série TV;ENGRENAGES SAISON 7;Jean-Philippe Amar;SON ET LUMIERE;7 rue jacques bingen, 75017 paris;75017;2018-06-26;2018-06-26;2.31138303;48.88321809
2017-1662;Long métrage;ENCHANTEES;Saphia Azzedine et François-Régis Jeanne;CAPTURE THE FLAG FILMS;27 rue berton, 75016 paris;75016;2017-08-04;2017-08-05;2.28011564;48.85481524
2018-540;Série TV;DIX POUR CENT SAISON 3;;MON VOISIN PRODUCTION;10 rue du volga, 75020 paris;75020;2018-04-20;2018-04-20;2.40505594;48.8522149
2018-311;Série TV;L'art du crime saison 2;Chris Briant;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;avenue ledru-rollin, 75012 paris;75012;2018-03-16;2018-03-16;2.37573461;48.85062854
2018-549;Série TV;DIX POUR CENT SAISON 3;;MON VOISIN PRODUCTION;85 rue du faubourg saint-martin, 75010 paris;75010;2018-04-23;2018-04-26;2.35763752;48.87282936
2018-20;Série TV;ENGRENAGES S7;Frédéric JARDIN;Son et Lumière;place maurice chevalier, 75020 paris;75020;2018-01-23;2018-01-23;2.38573415;48.86828173
2018-556;Série TV;Can't Buy me love;Renaud Bertrand - Noémie Saglio;Unrated Studio;55 rue de rochechouart, 75009 paris;75009;2018-04-27;2018-04-27;2.34598174;48.87983239
2018-173;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;quai malaquais, 75006 paris;75006;2018-03-05;2018-03-05;2.33554798;48.85790532
2018-622;Long métrage;Ma mère est folle;Diane KURYS;ALEXANDRE FILMS;rue mallet-stevens, 75016 paris;75016;2018-05-18;2018-05-18;2.26606442;48.85484957
2018-189;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue de rennes, 75006 paris;75006;2018-03-05;2018-03-05;2.32975302;48.85009239
2018-631;Série TV;Can't Buy me love;Renaud Bertrand - Noémie Saglio;Unrated Studio;58 rue de rochechouart, 75009 paris;75009;2018-05-15;2018-05-15;2.34647808;48.88056392
2018-406;Série TV;The Marvelous Mrs Maisel;Amy Sherman-Palladino et Dan Palladino;NW 2018;rue césar franck, 75015 paris;75015;2018-03-26;2018-03-27;2.30977096;48.8473308
2018-452;Série TV;UN AVION SANS ELLE;JEAN-MARC RUDNICKI;RIFIFILMS;35 rue de la fontaine au roi, 75011 paris;75011;2018-04-09;2018-04-11;2.37140009;48.8683326
2018-141;Long métrage;CELLE QUE VOUS CROYEZ;SAFY NEBBOU;DIAPHANA FILMS;allée des cygnes, 75015 paris;75015;2018-03-06;2018-03-06;2.28771811;48.855679
2019-1747;Série TV;PROFILAGE EPISODES 101/102;ALEXANDRE LAURENT;BEAUBOURG AUDIOVISUEL;port de la tournelle, 75005 paris;75005;2019-12-13;2019-12-15;2.3562644;48.84957632
2018-336;Série Web;Manuel D'Escroqueries Franco-Chinoise;Cong Li;Escargot Productions;17 boulevard jourdan, 75014 paris;75014;2018-03-16;2018-03-16;2.3386253200000002;48.82010921
2018-1132;Long métrage;QUAND ON CRIE AU LOUP;Marilou Berry;Wonder Films;5 rue louis boilly, 75016 paris;75016;2018-09-27;2018-09-27;2.26683189;48.85915131
2018-346;Long métrage;ALEXANDRE;François Ozon;MANDARIN PRODUCTION;23 avenue franklin d. roosevelt, 75008 paris;75008;2018-03-24;2018-03-24;2.30995129;48.86688927
2018-1152;Série TV;CANDICE RENOIR SAISON 7 Ep 62-63-64;Pascal Lahmani;BOXEUR 7;rue becquerel, 75018 paris;75018;2018-10-17;2018-10-17;2.34452373;48.88925559
2018-511;Série TV;EGLANDINE;FLO BER;STUDIO BAGEL;17 rue vandrezanne, 75013 paris;75013;2018-04-23;2018-04-23;2.35507708;48.82781794
2019-780;Long métrage;355;SIMON KINBERG;LM 2018;1 rue du pont louis-philippe, 75004 paris;75004;2019-07-11;2019-07-12;2.35519721;48.85476176
2018-730;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;place de l'opéra, 75009 paris;75009;2018-06-08;2018-06-08;2.33187457;48.8710898
2018-568;Série TV;BALTHAZAR 3,4 ET 5;VINCENT JAMAIN;BEAUBOURG STORIES;rue pierre mouillard, 75020 paris;75020;2018-05-03;2018-05-03;2.40865338;48.86684867
2018-527;Série TV;DIX POUR CENT SAISON 3;;MON VOISIN PRODUCTION;149 rue saint-honoré, 75001 paris;75001;2018-04-13;2018-04-14;2.33973231;48.8619826
2018-598;Série Web;Game of foire du Trône;Roxane Delomas;Minutebuzz;place du cardinal lavigerie, 75012 paris;75012;2018-05-17;2018-05-17;2.40384497;48.83230095
2018-546;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;avenue georges mandel, 75116 paris;75116;2018-04-16;2018-04-16;2.27874104;48.86380245
2018-939;Long métrage;FAHIM;Pierre-François MARTIN-LAVAL;WAITING FOR CINEMA;35 boulevard de la chapelle, 75010 paris;75010;2018-08-03;2018-08-03;2.35987415;48.88421627
2018-551;Série TV;Engrenages Saison 7;Frederic Jardin;SON ET LUMIERE;18 rue yves toudic, 75010 paris;75010;2018-04-20;2018-04-20;2.36397134;48.86982142
2018-943;Série TV;THE THUNDER;;Europe Film and TV Co Production;rue daunou, 75002 paris;75002;2018-08-03;2018-08-03;2.33152628;48.86956559
2018-628;Série TV;Can't Buy me love;Renaud Bertrand - Noémie Saglio;Unrated Studio;2 rue turgot, 75009 paris;75009;2018-05-16;2018-05-16;2.34563865;48.87988847
2018-954;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;rue de la convention, 75015 paris;75015;2018-08-14;2018-08-15;2.28856389;48.84080131
2018-691;Série TV;Vernon Subutex;Cathy VERNEY;TETRA MEDIA FICTION;3 rue darcet, 75017 paris;75017;2018-05-31;2018-07-31;2.32512259;48.88343213
2018-977;Série TV;PROFILAGE EP.93/94;JULIEN HOSMALIN / LIONEL MOUGIN;BEAUBOURG AUDIOVISUEL;pont de la tournelle, 75005 paris;75005;2018-08-20;2018-08-20;2.3550538899999998;48.85005375
2018-470;Long métrage;PLAY;ANTHONY MARCIANO;CHAPTER 2;33 rue du château d'eau, 75010 paris;75010;2018-04-09;2018-04-09;2.35826692;48.8710295
2018-996;Série TV;Huge in France;Andy Mogel et Jarrad Paul;Froggie Production;avenue marceau, 75116 paris;75116;2018-08-22;2018-08-22;2.29896332;48.86839129
2019-1732;Série TV;LA FUGUE;XAVIER DURRINGER;RAMONA PRODUCTIONS;9 place de breteuil, 75007 paris;75007;2019-12-12;2019-12-12;2.31252032;48.84717218
2018-1017;Téléfilm;QUAND SORT LA RECLUSE;Josée DAYAN;PASSIONFILMS;13 rue de charonne, 75011 paris;75011;2018-08-29;2018-08-30;2.37435287;48.85278319
2019-1751;Long métrage;Tendre et saignant;Christopher Thompson;Les Films du Cap;19 avenue kléber, 75116 paris;75116;2019-12-11;2019-12-12;2.2933214299999998;48.87101674
2019-128;Long métrage;Les hommes de Namsan;Min-Ho Woo;KEYSTONE FILMS;1 rue montorgueil, 75001 paris;75001;2019-02-15;2019-02-15;2.34620703;48.86331981
2018-1120;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;1 boulevard jules ferry, 75011 paris;75011;2018-10-04;2018-10-04;2.36846143;48.86667997
2019-135;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;101 avenue henri martin, 75116 paris;75116;2019-02-08;2019-02-10;2.27172495;48.86365936
2018-1123;Long métrage;LUZ;Flora LAU;AMA Productions;6 rue la vrillière, 75001 paris;75001;2018-09-24;2018-09-25;2.3402936;48.86556113
2019-149;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;rue de mouzaïa, 75019 paris;75019;2019-02-15;2019-02-15;2.39502101;48.88031331
2018-566;Téléfilm;Tu vivras ma fille;Gabriel Aghion;GMT PRODUCTIONS;10 rue jean bologne, 75016 paris;75016;2018-04-30;2018-04-30;2.28033045;48.85702937
2019-153;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;9 rue désiré ruggieri, 75018 paris;75018;2019-02-15;2019-02-17;2.33534959;48.89462304
2018-570;Série TV;BALTHAZAR 3,4 ET 5;VINCENT JAMAIN;BEAUBOURG STORIES;14 rue irénée blanc, 75020 paris;75020;2018-05-03;2018-05-04;2.40716611;48.86560492
2019-398;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;35 rue du chevalier de la barre, 75018 paris;75018;2019-04-05;2019-04-05;2.34342362;48.88709362
2018-579;Long métrage;QUAND TU DANSES;Ladislas Chollat;EMPREINTE CINÉMA;55 quai de grenelle, 75015 paris;75015;2018-05-05;2018-05-05;2.28395691;48.85052715
2019-731;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;passage miriam makeba, 75012 paris;75012;2019-06-26;2019-06-26;2.38316151;48.84370967
2018-593;Série TV;MIKE;Frédéric HAZAN;Kabotine;1 rue sivel, 75014 paris;75014;2018-05-09;2018-05-09;2.32742233;48.83369885
2019-751;Téléfilm;CLAIRE ANDRIEUX;OLIVIER JAHAN;LEONIS;pont de la tournelle, 75005 paris;75005;2019-07-08;2019-07-08;2.3550538899999998;48.85005375
2018-945;Série TV;Une famille formidable;nicolas Herdt;Panama productions;7 place vauban, 75007 paris;75007;2018-08-13;2018-08-13;2.31177335;48.85305936
2019-761;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;254 rue saint-jacques, 75005 paris;75005;2019-07-17;2019-07-18;2.34128886;48.84303383
2018-952;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;galerie de montpensier, 75001 paris;75001;2018-08-13;2018-08-13;2.33666712;48.86413408
2019-776;Long métrage;Un Dragon en forme de nuage;Sergio Castellitto;Mon Voisin productions;rue du jourdain, 75020 paris;75020;2019-07-17;2019-07-17;2.38946878;48.87450546
2018-963;Série TV;une famille formidable;Nicolas Herdt;Panama productions;19 rue sainte-marthe, 75010 paris;75010;2018-08-14;2018-08-14;2.3718795999999998;48.87400182
2018-1233;Long métrage;J'irai où tu iras;Géraldine Nakache;Nord Ouest Films;55 rue bichat, 75010 paris;75010;2018-10-15;2018-10-16;2.36597057;48.87299289
2019-136;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;27 rue saint-amand, 75015 paris;75015;2019-02-07;2019-02-09;2.30829606;48.83489023
2019-886;Série TV;Munch saison 3;Thierry Binisti;JLA PRODUCTION;rue paul gervais, 75013 paris;75013;2019-07-24;2019-07-24;2.34717955;48.83117049
2019-146;Long métrage;LISA REDLER;Nicole GARCIA;LES FILMS PELLEAS;38 rue jean mermoz, 75008 paris;75008;2019-02-18;2019-02-18;2.31247713;48.8719781
2019-1148;Long métrage;Eiffel;Martin Bourboulon;VVZ Production;72 rue de varenne, 75007 paris;75007;2019-09-05;2019-09-08;2.31927386;48.85517368
2019-756;Long métrage;355;SIMON KINBERG;LM 2018;11 boulevard montmartre, 75002 paris;75002;2019-07-08;2019-07-08;2.34191974;48.8715063
2019-1167;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;rue de monceau, 75008 paris;75008;2019-09-19;2019-09-20;2.31071279;48.87772741
2019-775;Long métrage;Un Dragon en forme de nuage;Sergio Castellitto;Mon Voisin productions;belvédère willy ronis, 75020 paris;75020;2019-07-15;2019-07-16;2.38584866;48.87143428
2019-1168;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;belvédère willy ronis, 75020 paris;75020;2019-09-20;2019-09-20;2.38584866;48.87143428
2018-1240;Long métrage;DEUX MOI;CEDRIC KLAPISCH;CE QUI ME MEUT;20 rue doudeauville, 75018 paris;75018;2018-10-19;2018-10-20;2.35683957;48.88885244
2019-1171;Long métrage;SIMONE - LE VOYAGE DU SIÈCLE;OLIVIER DAHAN;MARVELOUS PRODUCTIONS;104 rue brancion, 75015 paris;75015;2019-09-30;2019-10-01;2.30188239;48.83051098
2019-876;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;place moussa et odette abadi, 75012 paris;75012;2019-07-16;2019-07-16;2.3857182;48.84245678
2018-1164;Long métrage;La vérité (...);Hirokazu KORE-EDA;3B PRODUCTIONS;place denfert-rochereau, 75014 paris;75014;2018-10-05;2018-10-05;2.33315064;48.83394129
2019-879;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;23 rue du colonel rozanoff, 75012 paris;75012;2019-07-16;2019-07-16;2.38711099;48.84552916
2018-1171;Long métrage;NOTRE DAME;Valérie DONZELLI;RECTANGLE PRODUCTIONS;2 quai de l'archevêché, 75004 paris;75004;2018-10-08;2018-10-08;2.35178114;48.8522559
2019-1231;Série TV;The Eddy;Damien Chazelle, Houda Benyamina, Laila Marrakchi, Alan Poul;atlantique productions;avenue du professeur andré lemierre, 75020 paris;75020;2019-10-11;2019-10-12;2.41407397;48.85784645
2018-1194;Long métrage;Femme-Enfant;Amro Hamzawi;ECCE FILMS;78 rue du faubourg du temple, 75011 paris;75011;2018-10-11;2018-10-11;2.37273983;48.87044142
2019-781;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;22 rue archereau, 75019 paris;75019;2019-07-08;2019-07-08;2.3729021599999998;48.89028771
2019-829;Série TV;Valide;Franck Gastambide et David Diane;MANDARIN TÉLÉVISION;59 avenue de ségur, 75007 paris;75007;2019-07-12;2019-07-14;2.30765215;48.84903475
2019-805;Série Web;MAKE UP ON THE WAY;David Hugonot Petit;DOROTHEE PEREZ;22 rue euryale dehaynin, 75019 paris;75019;2019-07-10;2019-07-10;2.37724899;48.886427929999996
2019-834;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;passage miriam makeba, 75012 paris;75012;2019-07-11;2019-07-11;2.38316151;48.84370967
2019-814;Série Web;MAKE UP ON THE WAY;David Hugonot Petit;DOROTHEE PEREZ;2 rue eugène poubelle, 75016 paris;75016;2019-07-09;2019-07-09;2.2781724;48.85059894
2019-849;Série TV;Hanna 2;Eva Husson;NW2020;173 rue du faubourg saint-denis, 75010 paris;75010;2019-07-23;2019-07-24;2.35732163;48.88007557
2019-1145;Série TV;US;Geoff Sax;NW2020;pont des arts, 75001 paris;75001;2019-09-18;2019-09-19;2.33754677;48.85838862
2019-1194;Série TV;Paris Police 1900;Julien Despaux;TETRA MEDIA FICTION;35 boulevard de courcelles, 75008 paris;75008;2019-09-24;2019-09-25;2.31123909;48.88051652
2019-1174;Long métrage;Les Meilleures;Marion Desseigne Ravel;31 Juin Films;passage des tourelles, 75020 paris;75020;2019-09-20;2019-09-21;2.40410027;48.87548531
2019-1195;Long métrage;ARTHUR RAMBO;Laurent Cantet;LES FILMS DE PIERRE;5b place léon blum, 75011 paris;75011;2019-09-24;2019-09-27;2.3792679;48.85795027
2018-1162;Long métrage;LA VERITE SI JE MENS LES DEBUTS;Michel MUNZ  et Gérard BITTON;LA VERITE PRODUCTION;31 rue bichat, 75010 paris;75010;2018-10-01;2018-10-03;2.3679667;48.87149251
2019-677;Long métrage;Maoussi;Charlotte Schiøler;C.S. Productions;64 rue de belleville, 75020 paris;75020;2019-06-17;2019-06-17;2.38302915;48.87340052
2019-853;Série TV;Hanna 2;Eva Husson;NW2020;11 rue jean poulmarch, 75010 paris;75010;2019-07-26;2019-07-26;2.36360825;48.87230906
2019-1000;Long métrage;ANAK GARUDA;FOAZAN RIZAL;WL PRODUCTIONS;place jacques rueff, 75007 paris;75007;2019-08-03;2019-08-03;2.297606;48.85570324
2019-864;Série TV;BARON NOIR;ANTOINE CHEVROLLIER;KWAÏ;29 rue de valois, 75001 paris;75001;2019-07-13;2019-07-14;2.33873092;48.86514924
2019-1007;Long métrage;ANAK GARUDA;FOAZAN RIZAL;WL PRODUCTIONS;avenue hussein 1er de jordanie, 75116 paris;75116;2019-08-03;2019-08-03;2.28906637;48.86174998
2019-1184;Long métrage;30 Jours Max;Tarek BOUDALI;AXEL FILMS PRODUCTION;5 rue masseran, 75007 paris;75007;2019-10-01;2019-10-01;2.31428431;48.84857173
2019-1008;Long métrage;ANAK GARUDA;FOAZAN RIZAL;WL PRODUCTIONS;allée thomy-thierry, 75007 paris;75007;2019-08-02;2019-08-03;2.30129621;48.85238546
2019-1202;Série TV;Emily in Paris;Darren Star;NW2020;5 rue de buci, 75006 paris;75006;2019-09-20;2019-09-21;2.33806129;48.85366588
2019-1034;Long métrage;Les Meilleures;Marion Desseigne Ravel;31 Juin Films;41 rue de pali-kao, 75020 paris;75020;2019-08-26;2019-08-26;2.38263019;48.87081974
2019-1211;Long métrage;Les Années 10 - L'infiltré;Thierry De Peretti;Les Films Velvet;51 avenue raymond poincaré, 75116 paris;75116;2019-09-24;2019-09-25;2.28586713;48.86691196
2019-1247;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;14 rue raymond aron, 75013 paris;75013;2019-09-24;2019-09-24;2.37435018;48.8352303
2019-1228;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;1 place charles dullin, 75018 paris;75018;2019-09-24;2019-09-24;2.3424734799999998;48.88337997
2019-1253;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;18 rue de la fidélité, 75010 paris;75010;2019-09-25;2019-09-25;2.35620879;48.87454444
2018-1208;Série Web;SKAM SAISON 3 ET 4 SEMAINE 2 SUR 8;DAVID HOURREGUE;GETEVE PRODUCTIONS;rue du ranelagh, 75016 paris;75016;2018-10-11;2018-10-11;2.27305889;48.85483427
2019-1;Série TV;Le Bazar de la Charité;Alexandre Laurent;quad fantastico télévisons Le bazar de la Charité;1 rue louis boilly, 75016 paris;75016;2019-02-23;2019-02-27;2.26732327;48.85904022
2019-656;Long métrage;Maoussi;Charlotte Schiøler;C.S. Productions;14 rue dénoyez, 75020 paris;75020;2019-06-12;2019-06-13;2.3785944199999998;48.87162959
2019-924;Série TV;The Eddy;Damien Chazelle;atlantique productions;rue du faubourg du temple, 75011 paris;75011;2019-08-20;2019-08-21;2.37006242;48.869698
2019-666;Série TV;The Eddy;Damien Chazelle;atlantique productions;61 boulevard vincent auriol, 75013 paris;75013;2019-05-28;2019-05-28;2.36884279;48.83497671
2019-925;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;196 boulevard de la villette, 75019 paris;75019;2019-08-23;2019-08-24;2.37053624;48.88218617
2019-1243;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;127 boulevard vincent auriol, 75013 paris;75013;2019-09-24;2019-09-24;2.36415006;48.83326807
2019-952;Long métrage;Maoussi;Charlotte Schiøler;C.S. Productions;23 rue jean-pierre timbaud, 75011 paris;75011;2019-07-26;2019-07-26;2.3683791100000002;48.86540504
2019-1246;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;47 quai de valmy, 75010 paris;75010;2019-09-25;2019-09-25;2.36589386;48.8699831
2019-971;Série TV;BARON NOIR / DEUXIEME BLOC;ANTOINE CHEVROLLIER;KWAÏ;6 rue du bastion, 75017 paris;75017;2019-08-16;2019-08-16;2.31059472;48.89435573
2019-1263;Long métrage;DES JOURS SAUVAGES;David LANZMANN;SINGLE MAN PRODUCTIONS;rue marguerite duras, 75013 paris;75013;2019-10-03;2019-10-03;2.38058916;48.82923844
2019-983;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;1 rue de capri, 75012 paris;75012;2019-08-26;2019-08-28;2.39792743;48.83554492
2019-1267;Long métrage;Une histoire d'amour et de désir;Leila Bouzid;Blue Monday Productions;place du pont neuf, 75001 paris;75001;2019-10-17;2019-10-18;2.3413928;48.85715911
2019-49;Série TV;ALICE NEVERS E110-111;SIMON ASTIER;EGO PRODUCTIONS;28 avenue junot, 75018 paris;75018;2019-01-14;2019-01-15;2.33611621;48.88897525
2019-8;Série TV;Fleabag;Jeanne Herry;Banijay Studios France;avenue de breteuil, 75007 paris;75007;2019-01-03;2019-01-03;2.3114232599999998;48.84883162
2019-651;Série TV;ENGRENAGES SAISON 8;Jean-Philippe Amar;SON ET LUMIERE;84 rue du volga, 75020 paris;75020;2019-06-07;2019-06-07;2.41036443;48.85295288
2019-12;Série Web;MARIANNE;Samuel BODIN;Empreinte Digitale Marianne;3 rue mariotte, 75017 paris;75017;2019-01-16;2019-01-16;2.32092401;48.88395294
2018-1414;Long métrage;Notre dame;Valérie Donzelli;RECTANGLE PRODUCTIONS;rue des cévennes, 75015 paris;75015;2018-11-12;2018-11-12;2.28078353;48.84250188
2019-26;Long métrage;Kizie aur Manny;Mukesh Chhabra;Jet Films Paris;pont d'arcole, 75004 paris;75004;2019-01-11;2019-01-12;2.35089143;48.85584594
2018-1424;Long métrage;Notre dame;Valérie Donzelli;RECTANGLE PRODUCTIONS;3 rue ambroise thomas, 75009 paris;75009;2018-11-19;2018-11-24;2.34725205;48.87438107
2019-27;Série TV;FAMILY BUSINESS S1;IGOR GOTESMAN;LES FILMS DU KIOSQUE;rue de la corderie, 75003 paris;75003;2019-01-09;2019-01-09;2.36292989;48.86530612
2019-1054;Série TV;La Garçonne;Paolo Barzman;Mother Production;cité de trévise, 75009 paris;75009;2019-09-11;2019-09-12;2.34668065;48.87481826
2019-1275;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;173 rue ordener, 75018 paris;75018;2019-09-26;2019-09-26;2.33719418;48.89341654
2019-1055;Long métrage;ARTHUR RAMBO;Laurent Cantet;LES FILMS DE PIERRE;58 rue de la verrerie, 75004 paris;75004;2019-09-17;2019-09-18;2.35223543;48.85830756
2019-1276;Long métrage;Seize Printemps;Suzanne Lindon;Avenue B Productions;29 rue montcalm, 75018 paris;75018;2019-09-26;2019-09-26;2.33780406;48.89320187
2019-1061;Série TV;Emily in Paris;Darren Star;NW2020;16 rue des fossés saint-jacques, 75005 paris;75005;2019-08-26;2019-08-26;2.3442311399999998;48.84550722
2019-963;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;142 rue d'avron, 75020 paris;75020;2019-08-29;2019-08-29;2.40960884;48.8532328
2019-1074;Long métrage;A D N;Maïwenn;WHY NOT PRODUCTIONS;3 rue philippe de champagne, 75013 paris;75013;2019-08-28;2019-08-28;2.35568535;48.83278323
2019-40;Téléfilm;Des rêves au-dessus de leur tête;Arnaud Sélignac;SON ET LUMIERE;20 rue du département, 75018 paris;75018;2019-01-04;2019-01-04;2.36268989;48.88640876
2019-1081;Long métrage;EIFFEL;MARTIN BOURBOULON;VVZ;avenue joseph bouvard, 75007 paris;75007;2019-09-03;2019-09-05;2.29590088;48.85452819
2019-63;Série Web;Normal;;YAH Productions;16 avenue de new york, 75116 paris;75116;2019-01-07;2019-01-08;2.29787381;48.86380697
2019-1083;Long métrage;Par-dessus l'épaule de Jonas;Jérôme Bonnell;DIAPHANA FILMS;avenue de la porte d'asnières, 75017 paris;75017;2019-09-05;2019-09-05;2.30105919;48.89232908
2019-71;Téléfilm;Des rêves au-dessus de leur tête;Arnaud Sélignac;SON ET LUMIERE;56 rue d'aubervilliers, 75019 paris;75019;2019-01-14;2019-01-14;2.3672060999999998;48.887395240000004
2019-1339;Long métrage;EIFFEL;MARTIN BOURBOULON;VVZ;port debilly, 75116 paris;75116;2019-10-10;2019-10-11;2.29444949;48.86254811
2019-958;Série TV;FIND ME IN PARIS Saison 3( LENA REVE D'ETOILES);Matt BLOOM, Robert BURKE, Ronan BURKE;Cottonwood media;avenue edward tuck, 75008 paris;75008;2019-08-29;2019-08-30;2.31875322;48.86498936
2016-760;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;12  RUE  FEYDEAU/PUB LE TRUSKEL;75002;2016-08-05;2016-08-05;2.341326;48.870076
2019-644;Série TV;God friended me;Steven Lilien et Bryan Wynbrandt;Froggie production;place du carrousel, 75001 paris;75001;2019-06-13;2019-06-13;2.33484405;48.86225195
2016-793;Long métrage;H4-93;OLIVIER AYACHE VIDAL;L'ATELIER DE PRODUCTION;1  RUE  DESCARTES;75005;2016-10-18;2016-10-18;2.348593;48.847466
2019-652;Série TV;ENGRENAGES SAISON 8;Jean-Philippe Amar;SON ET LUMIERE;rue du volga, 75020 paris;75020;2019-06-07;2019-06-07;2.40780943;48.8526465
2016-2341;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;48  RUE  DE L'ASSOMPTION;75016;2016-10-13;2016-10-13;2.270404;48.85442
2018-1416;Long métrage;LA VERITE SI JE MENS LES DEBUTS;Michel MUNZ  et Gérard BITTON;LA VERITE PRODUCTION;15 rue galilée, 75116 paris;75116;2018-11-16;2018-11-17;2.29340346;48.86858858
2020-861;Long métrage;Présidents;Anne Fontaine;CINE-@;48 avenue gabriel, 75008 paris;75008;2020-11-18;2020-11-18;2.31261215;48.86991114
2018-1419;Long métrage;Notre dame;Valérie Donzelli;RECTANGLE PRODUCTIONS;boulevard de grenelle, 75015 paris;75015;2018-11-15;2018-11-15;2.29598231;48.84980558
2020-872;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;66 rue de la roquette, 75011 paris;75011;2020-11-24;2020-11-24;2.37443051;48.85544613
2019-1049;Série TV;ENGRENAGES SAISON 8;Nicolas Guicheteau;SON ET LUMIERE;route de sèvres à neuilly, 75016 paris;75016;2019-09-09;2019-09-09;2.23695893;48.85906756
2020-876;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;11 rue berryer, 75008 paris;75008;2020-11-26;2020-11-27;2.30359909;48.87536846
2016-781;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;PLACE  DE LA CONCORDE;75008;2016-10-19;2016-10-19;2.3218769999999997;48.867065
2020-898;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;6 rue edouard detaille, 75017 paris;75017;2020-11-19;2020-11-23;2.30552797;48.88306278
2016-2300;Long métrage;ALIBI.COM;PHILIPPE LACHEAU;FECHNER FILMS;SQUARE  JEAN AICARD;75011;2016-05-25;2016-05-25;2.381095;48.865696
2016-842;Téléfilm;UNE FEMME D'EXCEPTION;ERIC GUIRADO;CINETEVE;4  RUE  COLETTE;75017;2016-08-16;2016-08-16;2.327087;48.893594
2016-2303;Long métrage;MON POUSSIN;FREDERIC FORESTIER;LES FILMS DU 24;SQUARE  NADAR;75018;2016-04-04;2016-04-04;2.349552;48.8925
2016-844;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;141  BOULEVARD  MORTIER;75020;2016-11-26;2016-11-26;2.408085;48.873996
2016-2323;Long métrage;LADIES;ANNE GAËLLE DAVAL;NOLITA CINEMA;12  RUE  DU 4 SEPTEMBRE;75002;2016-09-15;2016-09-16;2.3374610000000002;48.869537
2016-2417;Long métrage;120 BATTEMENTS PAR MINUTE;ROBIN CAMPILLO;LES FILMS DE PIERRE;QUAI  DES CELESTINS;75004;2016-07-02;2016-07-02;2.36038;48.852341
2016-2328;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;CIMETIERE*  DE THIAIS;94320;2016-11-23;2016-11-23;2.369363;48.764193
2016-2432;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;RUE  SAINT JACQUES;75005;2016-09-02;2016-09-02;2.342241;48.844609
