id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;fk_localisation;date_de_debut;date_de_fin
2016-260;Long métrage;LE BRIO;YVAN ATTAL;CHAPTER 2;3603;2016-11-02;2016-11-02
2018-140;Long métrage;CELLE QUE VOUS CROYEZ;SAFY NEBBOU;DIAPHANA FILMS;50;2018-03-07;2018-03-07
2020-378;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;3984;2020-08-21;2020-08-21
2016-458;Long métrage;LE BRIO;YVAN ATTAL;CHAPTER 2;2252;2016-11-14;2016-11-15
2016-271;Téléfilm;LA BETE CURIEUSE;LAURENT PERREAU;EX NIHILO;4404;2016-04-20;2016-04-20
2018-347;Long métrage;ALEXANDRE;François Ozon;MANDARIN PRODUCTION;5310;2018-03-24;2018-03-24
2020-391;Long métrage;Une jeune fille qui va bien;Sandrine Kiberlain;CURIOSA FILMS;4835;2020-08-21;2020-08-22
2016-1983;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;3810;2016-05-24;2016-05-25
2016-1846;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;4825;2016-04-26;2016-04-26
2018-228;Long métrage;Le Fataliste;Louis Garrel;Why Not Productions;114;2018-02-23;2018-02-27
2020-427;Série TV;L'art du crime saison 4;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;3397;2020-09-14;2020-09-15
2016-2065;Série TV;MUNCH;GABRIEL LAFERRIERE;EXILENE FILMS;187;2016-06-07;2016-06-07
2016-1863;Long métrage;LA MELODIE;RACHID HAMI;MIZAR FILMS;5112;2016-06-27;2016-06-27
2018-480;Série TV;L'art du crime saison 2;;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;333;2018-04-16;2018-04-16
2018-1301;Long métrage;Belle Fille;Méliane Marcaggi;My Family;5137;2018-11-05;2018-11-06
2016-2073;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;3919;2016-03-17;2016-03-17
2016-1880;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;4974;2016-08-25;2016-08-25
2018-483;Série TV;L'art du crime saison 2;;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;2096;2018-04-19;2018-04-20
2018-1309;Long métrage;FIN DE MATINEE;Hiroshi NISHATANI;COMME DES CINEMAS;1120;2018-11-03;2018-11-03
2020-614;Série TV;ARSENE LUPIN;Hugo Gélin;GAUMONT PRODUCTION TELEVISION;4181;2020-10-12;2020-10-13
2020-446;Série TV;Rebecca;Didier Le Pêcheurs;Elephant Story;49;2020-09-10;2020-09-11
2018-703;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;966;2018-05-30;2018-05-31
2018-1311;Long métrage;FIN DE MATINEE;Hiroshi NISHATANI;COMME DES CINEMAS;3338;2018-11-02;2018-11-02
2020-634;Série TV;Nona et ses Filles;Valérie Donzelli;Gaumont TV c/o Gaumont Prod TV;2847;2020-10-16;2020-10-16
2020-450;Long métrage;LES AMOURS D ANAIS;CHARLINE BOURGEOIS TACQUET;LES FILMS PELLEAS;567;2020-09-16;2020-09-17
2018-323;Long métrage;LES BONNES INTENTIONS;GILLES LEGRAND;EPITHETE FILMS;2448;2018-03-20;2018-03-20
2018-1336;Long métrage;LUCIA;JUAN PABLO MARTINEZ;BAGAN FILMS;5090;2018-11-07;2018-11-07
2020-640;Téléfilm;A TES CÔTES;Gilles Paquet Brenner;BEAUBOURG STORIES;472;2020-10-13;2020-10-13
2020-454;Série TV;L'art du crime saison 4;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;1580;2020-09-12;2020-09-12
2018-518;Long métrage;MON INCONNUE;HUGO GÉLIN;ZAZI FILMS;207;2018-04-19;2018-04-20
2016-229;Long métrage;MONSIEUR ET MADAME ADELMAN;NICOLAS BEDOS;LES FILMS DU KIOSQUE;515;2016-03-04;2016-03-04
2020-649;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;902;2020-10-15;2020-10-15
2020-455;Série TV;L'art du crime saison 4;Elsa Bennett et Hippolyte Dard;GAUMONT TELEVISION c/o GAUMONT PRODUCTION TELEVISION;4370;2020-09-12;2020-09-12
2018-554;Série TV;Can't Buy me love;Renaud Bertrand - Noémie Saglio;Unrated Studio;1393;2018-04-28;2018-04-28
2016-255;Long métrage;LA VIE DE CHATEAU;CEDRIC IDO;SRAB FILMS;4953;2016-08-19;2016-08-19
2020-662;Long métrage;Les Olympiades;Jacques Audiard;Page 114;2936;2020-10-19;2020-10-24
2020-494;Long métrage;Le Dernier Mercenaire;David CHARHON;FORECAST PICTURES;3725;2020-10-18;2020-10-18
2018-655;Long métrage;LE GENDRE IDEAL;Hector CABELL REYES;KABO FILMS;1990;2018-05-21;2018-05-21
2016-288;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;5221;2016-01-07;2016-01-07
2019-81;Série TV;Fleabag;Jeanne Herry;Banijay Studios France;2500;2019-01-17;2019-01-17
2020-495;Long métrage;Le Dernier Mercenaire;David CHARHON;FORECAST PICTURES;3717;2020-10-18;2020-10-18
2018-687;Série TV;Engrenages Saison 7 Episode 7 à 12;Jean Philippe AMAR;SON ET LUMIERE;5298;2018-06-15;2018-06-15
2016-1826;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;1263;2016-02-19;2016-02-19
2019-90;Long métrage;Kizie aur Manny;Mukesh Chhabra;Jet Films Paris;3049;2019-01-10;2019-01-10
2020-498;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;2418;2020-09-24;2020-09-24
2018-694;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;3263;2018-06-01;2018-06-02
2016-1835;Série TV;VOUS LES FEMMES;SHAUN SEVERI;CALT PRODUCTION;4024;2016-05-02;2016-05-03
2019-93;Série TV;FAMILY BUSINESS S1;IGOR GOTESMAN;LES FILMS DU KIOSQUE;3315;2019-01-23;2019-01-23
2019-301;Long métrage;L ile Flottante;Daniel COHEN;CINEFRANCE STUDIOS;339;2019-03-25;2019-03-25
2019-1730;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;1387;2019-12-13;2019-12-13
2016-1839;Série TV;LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;CINETEVE;987;2016-09-16;2016-09-16
2019-124;Long métrage;Les hommes de Namsan;Min-Ho Woo;KEYSTONE FILMS;4339;2019-02-17;2019-02-18
2019-315;Série TV;PROFILAGE EPISODES 95/96;CHRIS BRIANT;BEAUBOURG AUDIOVISUEL;1279;2019-04-01;2019-04-02
2019-1737;Série TV;Arsène Lupin;Louis LETERRIER;Gaumont production télévision;3012;2019-12-16;2019-12-16
2016-1857;Long métrage;FLEUVE NOIR;ERICK ZONCA;CURIOSA FILMS;3076;2016-04-19;2016-04-19
2019-370;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;3397;2019-03-27;2019-03-28
2019-349;Long métrage;POLICE;ANNE FONTAINE;F COMME FILM;4262;2019-03-28;2019-03-28
2019-1748;Série TV;BOOMERANG;DIME DAVIS;NW 2020;4331;2019-12-17;2019-12-18
2016-1881;Long métrage;LE PETIT SPIROU;NICOLAS BARY;LES FILMS DU CAP;3988;2016-08-25;2016-08-26
2019-371;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;4591;2019-03-27;2019-03-28
2019-352;Long métrage;Le Lion;Ludovic COLBEAU JUSTIN;MONKEY PACK FILMS;4390;2019-04-01;2019-04-01
2019-1758;Série TV;LA FUGUE;XAVIER DURRINGER;RAMONA PRODUCTIONS;3502;2019-12-12;2019-12-12
2020-453;Long métrage;LES AMOURS D ANAIS;CHARLINE BOURGEOIS TACQUET;LES FILMS PELLEAS;1684;2020-09-15;2020-09-15
2016-507;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/84 ET 85;ERIC LE ROUX;EGO PRODUCTION;4406;2016-10-07;2016-10-07
2016-323;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;3425;2016-07-13;2016-07-13
2018-1109;Série TV;CANDICE RENOIR SAISON 7 Ep 62-63-64;Pascal Lahmani;BOXEUR 7;4228;2018-10-16;2018-10-16
2020-464;Téléfilm;BALTHAZAR 23 et 24;CAMILLE DELAMARRE ET FRANCK BRETT;BEAUBOURG STORIES;3537;2020-09-11;2020-09-11
2016-518;Long métrage;LA SAGE FEMME;MARTIN PROVOST;CURIOSA FILMS;3109;2016-04-05;2016-04-06
2016-335;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;3991;2016-12-13;2016-12-14
2018-1110;Série TV;CANDICE RENOIR SAISON 7 Ep 62-63-64;Pascal Lahmani;BOXEUR 7;4384;2018-10-16;2018-10-16
2020-506;Long métrage;SUPER HEROS MALGRE LUI;PHILIPPE LACHEAU;CINE FRANCE STUDIOS;2998;2020-09-24;2020-09-25
2016-525;Long métrage;UNE VIE VIOLENTE;THIERRY DE PERRETI;LES FILMS VELVET;1935;2016-06-16;2016-06-16
2016-338;Série TV;LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;CINETEVE;2908;2016-07-21;2016-07-21
2018-1117;Long métrage;Van Gogh in love;Jean Luc Ayach;MICA Films;3381;2018-10-04;2018-10-04
2020-515;Long métrage;Entre les Vagues;Anais Volpé;Unité;749;2020-10-05;2020-10-05
2016-547;Téléfilm;LOVE LOCKS;MARTIN WOOD;LES FILMS DU MARIGOT;4458;2016-11-30;2016-11-30
2016-379;Série TV;LE BUREAU DES LEGENDES/SAISON 2;ERIC ROCHANT;THE OLIGARCHS PRODUCTIONS;3170;2016-12-06;2016-12-06
2018-1139;Long métrage;Fahim;Pierre-François MARTIN-LAVAL;WAITING FOR CINEMA;115;2018-09-28;2018-09-28
2019-283;Série TV;L'Attaché;Eli Ben-David;SKM Productions;1409;2019-03-21;2019-03-22
2016-2151;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;2359;2016-10-01;2016-10-01
2016-381;Long métrage;QUE LE DIABLE NOUS EMPORTE;JEAN CLAUDE BRISSEAU;LA SORCIERE ROUGE;3224;2016-04-20;2016-04-21
2018-610;Long métrage;ALLAN KARDEC;WAGNER DE ASSIS;NICOCORP;4428;2018-05-16;2018-05-17
2019-313;Série TV;VEEP;(Matt Quezada) 2nde equipe Paris Xavier Roy;Froggie Production;382;2019-03-25;2019-03-26
2020-690;Long métrage;LES CHOSES HUMAINES;YVAN ATTAL;CURIOSA FILMS;48;2020-10-20;2020-10-22
2016-399;Long métrage;CARBONE;OLIVIER MARCHAL;LES FILMS MANUEL MUNZ;799;2016-12-12;2016-12-12
2018-611;Long métrage;ALLAN KARDEC;WAGNER DE ASSIS;NICOCORP;3983;2018-05-17;2018-05-18
2019-333;Long métrage;MALAWA;James Huth;ESKWAD;3887;2019-03-29;2019-03-29
2020-701;Long métrage;Les Promesses;Thomas KRUITHOF;24 25 FILMS;2798;2020-11-04;2020-11-04
2016-1925;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;263;2016-06-28;2016-07-02
2018-947;Long métrage;C'E TEMPO;Walter VELTRONI;BARBARY FILMS;3324;2018-08-10;2018-08-10
2016-317;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;1559;2016-04-19;2016-04-19
2020-712;Long métrage;LES FEMMES DU SQUARE;JULIEN RAMBALDI;SAS LES FILMS DU KIOSQUE;353;2020-10-28;2020-10-28
2016-1935;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;1184;2016-10-06;2016-10-06
2018-969;Long métrage;It Must Be Heaven;Elia Suleiman;Rectangle Productions;2708;2018-08-17;2018-08-18
2016-328;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;4225;2016-10-21;2016-10-21
2020-717;Long métrage;LES FEMMES DU SQUARE;JULIEN RAMBALDI;SAS LES FILMS DU KIOSQUE;871;2020-10-29;2020-10-29
2016-1941;Série TV;IN AMERICA;VINCENT PRIMAULT;MAKING PROD;3182;2016-04-07;2016-04-07
2018-970;Série TV;Riviera Saison 2;Paul Walker;PENINSULA FILM RIVIERA;4195;2018-08-17;2018-08-18
2016-353;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;3032;2016-08-19;2016-08-19
2020-732;Long métrage;ORANGES SANGUINES;Jean-Christophe Meurisse;MAMMA ROMAN;3858;2020-11-10;2020-11-10
2016-1979;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;1214;2016-02-24;2016-02-24
2019-400;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;4036;2019-04-05;2019-04-05
2016-364;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4748;2016-05-31;2016-05-31
2020-743;Long métrage;Les Jeunes Amants;Carine Tardieu;EX NIHILO;1236;2020-11-06;2020-11-06
2016-1980;Long métrage;L'ASCENSION;LUDOVIC BERNARD;DE L'AUTRE COTE DU DU PERIPH;4092;2016-02-26;2016-02-26
2019-743;Série Web;DERBY GIRL;Nikola LANGE;KABO;2774;2019-07-22;2019-07-22
2016-392;Long métrage;ELI LI TRA NIJI;SADAM SIDDIG;SLOW FAST PRODUCTIONS;4166;2016-07-30;2016-07-30
2020-755;Long métrage;NUIT BLANCHE ET GROS CALINS;Francesco  MANDELLI;SELENIUM FILMS;548;2020-11-03;2020-11-04
2020-522;Téléfilm;FRIENDZONE;Charles Van Tieghem;TELFRANCE ET CIE;1420;2020-09-25;2020-09-26
2019-758;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;3666;2019-07-16;2019-07-17
2016-1892;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;4713;2016-08-16;2016-08-16
2019-386;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;2776;2019-03-29;2019-03-29
2020-527;Long métrage;Les Olympiades;Jacques Audiard;Page 114;3254;2020-10-08;2020-10-08
2019-759;Série TV;BALTHAZAR;Jérémy Minui;BEAUBOURG STORIES;1718;2019-07-17;2019-07-18
2016-1934;Long métrage;KO;FABRICE GOBERT;247 FILMS;85;2016-09-08;2016-09-08
2019-727;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;2684;2019-06-25;2019-06-27
2020-546;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;2007;2020-09-22;2020-09-22
2019-1726;Série TV;LA FUGUE;XAVIER DURRINGER;RAMONA PRODUCTIONS;3721;2019-12-10;2019-12-10
2016-1940;Série TV;PROFILAGE/67 A 68/ SAISON 7;ALEXANDRE LAURENT;BEAUBOUG AUDIOVISUEL;4609;2016-02-15;2016-02-15
2019-1689;Série Web;Rétro;Raphael Marriq;ARTOUS;2989;2019-11-24;2019-11-24
2020-574;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;1213;2020-10-06;2020-10-07
2019-1728;Série TV;ASTRID ET RAPHAËLLE;FREDERIC BERTHE;JLA PRODUCTIONS;1495;2019-12-11;2019-12-11
2016-1946;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;3727;2016-08-16;2016-08-16
2019-1705;Long métrage;Un médecin de nuit - Partie 1;Elie Wajeman;Partizan Films;1530;2019-12-21;2019-12-21
2020-577;Long métrage;Les Olympiades;Jacques Audiard;Page 114;336;2020-10-16;2020-10-16
2018-1223;Long métrage;Voir le jour;Stanley WOODWARD;LES FILMS DE LA NUIT;413;2018-10-18;2018-10-18
2016-1961;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;1073;2016-06-16;2016-06-16
2019-1713;Série TV;CLEM SAISON 10;Stéphane Malhuret;MERLIN PRODUCTIONS;3534;2019-12-09;2019-12-18
2019-360;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;3399;2019-03-25;2019-03-26
2018-1224;Long métrage;Voir le jour;Stanley WOODWARD;LES FILMS DE LA NUIT;3685;2018-10-18;2018-10-18
2019-1664;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;4332;2019-11-29;2019-11-29
2019-1720;Long métrage;Trois Fois Rien;Nadege Loiseau;SRAB FILMS;4490;2019-12-10;2019-12-10
2019-1638;Long métrage;French Exit;Azazel Jacobs;Same Player;4046;2019-12-07;2019-12-08
2018-1237;Long métrage;LA VERITE SI JE MENS LES DEBUTS;Michel MUNZ  et Gérard BITTON;LA VERITE PRODUCTION;3563;2018-10-09;2018-10-13
2018-1041;Téléfilm;QUAND SORT LA RECLUSE;Josée DAYAN;PASSIONFILMS;1292;2018-09-04;2018-09-04
2019-1723;Long métrage;30 Jours Max;Tarek BOUDALI;AXEL FILMS PRODUCTION;294;2019-12-10;2019-12-10
2019-1670;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;4537;2019-12-04;2019-12-04
2019-899;Série TV;The Eddy;Damien Chazelle;atlantique productions;2180;2019-08-06;2019-08-08
2016-404;Série TV;LA MANTE;ALEXANDRE LAURENT;SEPTEMBRE PRODUCTIONS;2651;2016-11-01;2016-11-01
2018-1066;Long métrage;LUZ;Flora LAU;AMA Productions;4213;2018-09-12;2018-09-12
2019-1673;Série TV;SI tu vas bien;Tien-Jen HUANG;Vilmus Media;4370;2019-11-30;2019-11-30
2019-799;Série Web;Le Talisman;Ludovik;Sasu LDVK;1503;2019-07-10;2019-07-11
2016-440;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;664;2016-02-23;2016-02-23
2018-1067;Long métrage;LUZ;Flora LAU;AMA Productions;4359;2018-09-12;2018-09-13
2019-1679;Série TV;Arsène Lupin;Louis LETERRIER;Gaumont production télévision;1567;2019-11-26;2019-11-26
2019-1179;Série TV;Emily in Paris;Darren Star;NW2020;2971;2019-09-20;2019-09-21
2016-461;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;4034;2016-10-01;2016-10-01
2018-1070;Long métrage;La nuit, je mens...;Stéphane Batut;ZADIG FILMS;4443;2018-09-12;2018-09-13
2018-1027;Série TV;Une famille formidable;Nicolas Herdt;Panama productions;2951;2018-08-31;2018-08-31
2019-828;Long métrage;T'as Pécho?;Adeline PICAULT;SCARLETT PRODUCTION;2223;2019-07-18;2019-07-19
2016-1985;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;3819;2016-08-03;2016-08-03
2016-633;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;4617;2016-08-19;2016-08-19
2018-1042;Long métrage;Toute Ressemblance;Michel Denisot;LES FILMS DU 24;2933;2018-09-06;2018-09-07
2019-837;Long métrage;PARENT D'ELEVE;NOEMIE SAGLIO;RECTANGLE PRODUCTIONS;851;2019-07-12;2019-07-12
2016-2042;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;3286;2016-05-02;2016-05-02
2016-636;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4338;2016-04-27;2016-04-27
2016-427;Série TV;JOSEPHINE ANGE GARDIEN/EPISODE 82;PHILIPPE PROTEAU;DEMD PRODUCTIONS;4900;2016-07-18;2016-07-19
2019-867;Série TV;Emily in Paris;;NW2020;2897;2019-07-11;2019-07-12
2016-2049;Long métrage;UNE VIE VIOLENTE;THIERRY DE PERRETI;LES FILMS VELVET;183;2016-06-17;2016-06-17
2016-640;Long métrage;DALIDA;LISA AZUELOS;BETHSABEE MUCHO;482;2016-03-18;2016-03-18
2016-435;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;5229;2016-11-04;2016-11-04
2019-657;Long métrage;Maoussi;Charlotte Schiøler;C.S. Productions;2000;2019-06-16;2019-06-18
2016-2059;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;3580;2016-11-25;2016-11-25
2016-643;Long métrage;LE BRIO;YVAN ATTAL;CHAPTER 2;499;2016-12-02;2016-12-02
2016-447;Long métrage;UNE VIE VIOLENTE;THIERRY DE PERRETI;LES FILMS VELVET;3881;2016-06-16;2016-06-17
2019-658;Long métrage;TOUT SIMPLEMENT NOIR;JEAN PASCAL ZADI ET JOHN WAXXX;GAUMONT;2388;2019-06-13;2019-06-13
2016-2067;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;4212;2016-09-30;2016-09-30
2016-668;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;2283;2016-08-01;2016-08-02
2016-454;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;3954;2016-08-25;2016-08-25
2019-669;Série TV;SAM Saison 4;Jean-Marc BRONDOLO;AUTENTIC PROD;548;2019-06-14;2019-06-14
2020-609;Série TV;L'Opéra;Stéphane DEMOUSTIER;Telfrance Cie;4203;2020-10-11;2020-10-11
2016-677;Série TV;MUNCH;GABRIEL LAFERRIERE;EXILENE FILMS;4847;2016-06-06;2016-06-06
2016-457;Long métrage;JUST DIVORCED;MAXIME GOVARE;LES IMPRODUCTIBLES;4899;2016-11-08;2016-11-08
2019-682;Long métrage;Madame Claude;Sylvie VERHEYDE;Les Compagnons du Cinéma;87;2019-06-14;2019-06-14
2018-1061;Long métrage;LUZ;Flora LAU;AMA Productions;4376;2018-09-12;2018-09-13
2016-681;Série TV;FRACTAL;JEREMY MINUI;MIDNIGHT CUT;1456;2016-12-15;2016-12-15
2016-466;Téléfilm;FILLES D'AUJOURD'HUI;THEODORE BONNET;STUDIO BAGEL PRODUCTIONS;687;2016-01-20;2016-01-20
2019-1013;Téléfilm;À l'Abordage;Guillaume Brac;Geko Films;1928;2019-08-08;2019-08-09
2019-111;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;1528;2019-02-19;2019-02-20
2016-689;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;1930;2016-08-16;2016-08-16
2016-1982;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;4956;2016-05-08;2016-05-09
2019-1014;Téléfilm;À l'Abordage;Guillaume Brac;Geko Films;3147;2019-08-06;2019-08-06
2019-363;Long métrage;L ile Flottante;Daniel COHEN;CINEFRANCE STUDIOS;1993;2019-03-29;2019-03-29
2016-703;Long métrage;LOLA PATER;NADIR MOKNECHE;BLUE MONDAY PRODUCTIONS;4465;2016-04-28;2016-04-28
2016-1988;Long métrage;KO;FABRICE GOBERT;247 FILMS;1620;2016-09-27;2016-09-27
2019-1023;Long métrage;A D N;Maïwenn;WHY NOT PRODUCTIONS;4754;2019-08-16;2019-08-16
2019-369;Long métrage;UN VOYAGE EN HIVER;Claus DREXLER;MANEKI FILMS;4926;2019-03-27;2019-03-27
2016-2197;Long métrage;DEVLET AILE VE BEN;ÖZGÜR YILDIZ;ACORT;2141;2016-01-16;2016-01-16
2016-1995;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;3000;2016-11-22;2016-11-22
2019-1030;Série TV;Emily in Paris;;NW2020;3335;2019-08-12;2019-08-13
2016-526;Long métrage;UNE VIE VIOLENTE;THIERRY DE PERRETI;LES FILMS VELVET;4804;2016-06-16;2016-06-17
2016-2198;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;653;2016-04-16;2016-04-16
2016-2012;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;2032;2016-04-22;2016-04-22
2019-1236;Long métrage;Les Années 10 - L'infiltré;Thierry De Peretti;Les Films Velvet;3432;2019-09-26;2019-09-27
2016-531;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;4799;2016-07-22;2016-07-22
2016-2217;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;4331;2016-10-13;2016-10-13
2016-2016;Long métrage;LA NIAQUE;CHAD CHENOUGA;TS PRODUCTIONS;1617;2016-04-29;2016-04-29
2019-1244;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;3469;2019-09-25;2019-09-25
2016-542;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;4956;2016-04-26;2016-04-26
2016-2227;Long métrage;DIANE A LES EPAULES;FABIEN GORGEART;PETIT FILM;5272;2016-09-06;2016-09-06
2016-2023;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;1217;2016-09-05;2016-09-05
2019-1245;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;971;2019-09-25;2019-09-25
2016-554;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;5423;2016-02-25;2016-02-25
2016-2262;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;5433;2016-10-20;2016-10-20
2016-2054;Long métrage;L'ASCENSION;LUDOVIC BERNARD;DE L'AUTRE COTE DU DU PERIPH;3857;2016-03-02;2016-03-02
2019-1248;Série Web;MOTW 2;David Hugonot Petit;ZAGETT;5278;2019-09-25;2019-09-25
2016-562;Série TV;LES 7 NAINS ET MOI;DAMIEN MARIC;METHOD FILMS;4592;2016-02-16;2016-02-16
2016-2272;Série TV;RED OAKS;HALL HARTLEY;FIRSTEP;3969;2016-08-04;2016-08-04
2016-2063;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;4463;2016-04-15;2016-04-15
2019-1257;Long métrage;Gott du kannst ein Arsch sein;Andre Erkau;Cactus Films;4929;2019-10-02;2019-10-03
2016-563;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;2195;2016-04-11;2016-04-11
2020-765;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;1932;2020-11-04;2020-11-04
2016-2078;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;2533;2016-05-02;2016-05-02
2019-1258;Long métrage;Gott du kannst ein Arsch sein;Andre Erkau;Cactus Films;4150;2019-10-03;2019-10-04
2016-564;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;3795;2016-09-15;2016-09-15
2020-781;Série TV;Luther;David Morley;STORIA TELEVISION Luther;926;2020-11-02;2020-11-02
2020-605;Long métrage;Des vacances à tout prix;Stevan Lee Mraovitch;Charlotte Russe Films;20;2020-10-12;2020-10-12
2019-922;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;997;2019-07-29;2019-07-29
2016-2112;Long métrage;THIRST STREET;NATHAN SILVER;IN VIVO FILMS;1219;2016-09-05;2016-09-05
2020-790;Long métrage;LA VIE DEVANT SOI;Nessim CHIKHAOUI;ALBERTINE PRODUCTIONS / LA VIE DEVANT SOI;5470;2020-11-08;2020-11-09
2020-607;Série TV;L'Opéra;Stéphane DEMOUSTIER;Telfrance Cie;1832;2020-10-12;2020-10-12
2019-933;Série TV;FIND ME IN PARIS Saison 3( LENA REVE D'ETOILES);Matt BLOOM, Robert BURKE, Ronan BURKE;Cottonwood media;1251;2019-08-13;2019-08-13
