id_lieu;fk_localisation;fk_periode
2019-60;1036;3698
2017-607;143;2224
2018-918;116;3175
2017-949;619;2442
2019-610;3735;4128
2020-83;1579;4955
2018-1423;2185;3556
2017-608;259;2224
2019-195;4787;3777
2017-981;136;2492
2019-637;2560;4127
2020-98;2154;4952
2019-1063;60;4406
2017-483;5056;2286
2019-1547;4282;4727
2017-988;4056;2468
2016-158;3676;1002
2020-101;885;4942
2019-1085;4215;4433
2017-842;1593;2342
2019-1551;2127;4760
2017-1005;3735;2511
2016-190;709;189
2020-111;211;5015
2019-1091;4637;4422
2017-875;1695;2364
2017-93;4579;1585
2017-699;4651;2263
2016-1725;2799;1291
2016-1407;1118;51
2019-1332;478;4592
2017-886;5136;2382
2016-2587;1784;1260
2017-734;4669;2265
2016-1730;4345;1241
2016-1437;4241;151
2019-1341;3524;4704
2017-763;1972;2345
2016-2589;2543;426
2017-736;4170;2359
2016-1743;2557;144
2016-1458;3639;1143
2016-787;3528;552
2017-797;2370;2343
2016-2601;285;502
2017-747;36;2370
2016-1762;4647;1064
2016-1467;4808;939
2016-797;5401;563
2017-952;3933;2401
2016-2627;239;935
2017-939;603;2429
2016-1766;4243;140
2020-136;5366;4976
2016-2346;3178;1395
2017-958;3035;2414
2016-2629;2742;964
2017-1056;4456;2483
2016-1780;4759;605
2020-145;480;5005
2016-2350;4630;822
2017-964;2336;2432
2016-2632;3178;43
2017-1058;977;2476
2020-368;427;5124
2020-151;1505;4981
2016-2355;925;259
2017-972;3873;2444
2017-106;2674;1556
2017-1105;2322;2551
2020-369;1474;5122
2020-156;2227;4995
2016-2366;4372;1061
2017-986;5079;2437
2017-121;4902;1633
2017-1118;2757;2542
2020-388;4988;5136
2020-164;3617;5000
2020-854;4181;5476
2017-1011;1620;2511
2017-209;2735;1603
2017-1120;4150;2542
2020-406;4909;5137
2020-176;2120;4997
2020-877;4041;5480
2017-1014;2216;2531
2017-211;846;1604
2017-1121;1443;2542
2020-420;1700;5162
2016-1495;4121;4
2020-901;1438;5488
2017-710;4045;2322
2017-214;1176;1620
2017-901;2589;2388
2020-425;2603;5145
2016-1496;3637;72
2016-811;642;868
2017-730;5325;2330
2017-222;2832;1630
2017-930;3736;2478
2018-1302;553;3470
2016-1507;1138;1192
2016-828;5172;621
2017-733;866;1736
2017-239;3753;1653
2017-1127;340;2549
2018-1306;1006;3458
2016-1528;4603;56
2016-879;5022;1397
2017-744;3183;2323
2017-23;5219;1525
2017-1258;4501;1811
2018-1319;4862;3487
2016-1535;4253;1130
2016-885;3125;447
2017-746;280;2274
2017-34;366;1492
2017-1404;4257;1840
2018-1334;1079;3481
2020-214;2374;5028
2016-899;2875;17
2017-1186;2416;1757
2017-48;3846;1589
2017-1292;4849;1700
2016-215;1249;1307
2020-227;1893;5036
2016-2396;1366;1267
2017-1201;3030;1813
2017-52;5327;1569
2017-1178;4439;1768
2016-239;4020;1337
2020-231;3977;5042
2016-2404;5129;308
2017-1204;2396;1807
2017-56;157;1536
2017-1181;3812;1768
2016-250;1402;362
2020-255;4154;5070
2016-2455;1750;1361
2017-1220;4729;1809
2017-310;3383;1660
2017-1539;3659;1935
2016-262;1549;1421
2020-265;4219;5064
2016-2456;3958;1422
2017-1063;4629;2491
2017-271;3144;1642
2017-1550;1858;1953
2016-265;3140;169
2016-40;4028;932
2016-2474;3885;1263
2017-1075;352;2523
2017-141;2664;1529
2017-1429;4434;1901
2016-272;3965;1151
2016-41;1672;932
2020-917;5049;5525
2017-1111;3690;2529
2017-161;2867;1562
2017-1434;1255;1869
2016-278;4859;910
2016-64;4440;460
2020-925;4999;5519
2017-1115;4475;2555
2017-171;4039;1568
2017-1448;3516;1890
2016-282;857;275
2016-1597;1603;808
2020-939;847;5521
2017-895;2378;2374
2017-180;969;1550
2017-1450;5207;1879
2016-1800;3865;1397
2016-1622;47;960
2020-955;968;5512
2017-934;5026;2430
2017-510;3583;2157
2017-1302;3950;1779
2020-451;2198;5203
2016-1661;1259;1158
2020-956;3196;5526
2017-1123;3608;2546
2017-511;492;2149
2017-1330;2447;1800
2020-476;5111;5222
2016-1663;4210;1324
2020-962;1648;5530
2017-1133;1847;2554
2017-523;4154;2177
2017-1331;945;1808
2020-480;4755;5210
2016-1666;4367;786
2020-981;3894;5566
2017-1134;4189;2540
2017-552;1873;2183
2017-1700;3344;1457
2020-493;3727;5343
2016-1667;4619;939
2016-912;4590;1184
2017-1160;2036;1729
2017-474;2924;2134
2017-1741;419;1503
2019-76;517;3700
2016-1673;1412;83
2016-956;3532;1017
2017-1239;2039;1781
2017-642;3781;2313
2017-1630;4112;2125
2019-319;1511;3876
2016-1680;4695;528
2016-962;4111;557
2017-1039;4370;2460
2017-388;1056;2084
2017-1475;380;1898
2019-345;4144;3914
2016-1684;2277;691
2016-964;2673;581
2017-1374;299;1960
2017-390;1509;2156
2017-1489;1235;2003
2019-348;3199;3902
2020-296;522;5082
2016-967;4957;303
2017-1266;2545;1819
2017-408;2528;2076
2018-72;1870;2598
2016-371;4451;1235
2020-300;3721;5077
2016-971;4510;1057
2017-1271;240;1825
2017-420;4459;2082
2018-89;3808;2616
2016-1896;3009;1039
2020-312;1410;5095
2016-982;3777;365
2017-1290;4148;1695
2017-576;4182;2194
2018-95;4560;2626
2016-1923;3694;440
2020-314;409;5105
2016-2482;1169;1364
2017-1293;4458;1703
2017-482;4748;2258
2017-1588;1006;2031
2016-1957;4677;148
2020-315;3531;5103
2016-2490;5212;882
2017-1173;2443;1749
2017-820;2491;2396
2018-26;3616;2585
2016-1960;4935;428
2019-603;995;4073
2016-2515;4878;1399
2017-1521;4136;1952
2017-853;3696;2400
2018-38;126;2588
2020-523;4398;5244
2019-616;4451;4128
2016-2534;4734;1152
2017-1542;2169;1428
2017-880;4633;2392
2018-374;1400;2822
2020-599;995;5282
2019-640;4150;4103
2016-2538;4117;1397
2017-1444;5158;1883
2017-883;4905;2389
2018-378;2854;2807
2019-1648;4463;4785
2019-1589;262;4794
2016-2543;2770;1320
2017-1461;3832;1964
2017-890;4490;2493
2018-237;2922;2760
2016-421;244;250
2019-1606;4116;4744
2016-2549;628;938
2017-1304;4400;1771
2017-755;1153;2318
2018-244;2056;2736
2016-463;3535;1123
2016-107;1897;328
2020-1012;3796;5539
2017-1340;3781;1923
2017-759;4370;2357
2018-262;738;2715
2016-477;653;421
2016-137;5251;5
2020-1019;1268;5537
2017-1366;3864;1853
2017-766;3566;2335
2018-268;5361;2712
2016-492;1032;541
2016-160;1011;105
2020-1023;4107;5537
2017-1687;5020;1430
2017-772;702;2365
2018-289;2157;2750
2016-493;3834;596
2016-167;1596;624
2020-1034;4208;5514
2017-1694;3205;1441
2017-774;3515;2309
2018-388;847;2863
2016-2003;4980;659
2016-177;2052;1008
2020-1040;1902;5557
2017-1707;3360;1483
2017-950;4757;2442
2018-137;180;2660
2016-2010;1518;392
2016-180;730;1411
2020-1046;1550;5559
2017-1718;3748;1489
2017-978;2474;2411
2018-618;743;3004
2016-2057;1812;385
2016-181;1244;1061
2016-1059;496;1072
2017-1723;852;1467
2017-1009;3735;2511
2018-211;5136;2724
2020-611;3447;5312
2016-1703;1258;597
2020-1083;4571;5601
2018-2;868;2571
2018-716;3288;3057
2020-615;2149;5269
2016-1710;5023;276
2020-1126;4921;5601
2017-1616;3803;1989
2017-715;2719;2316
2018-524;714;2905
2020-616;2955;5286
2016-1713;2918;402
2020-1136;5029;5601
2017-1619;3743;1981
2017-718;3542;2280
2018-532;672;2921
2020-625;203;5307
2020-404;5242;5135
2020-1139;5029;5601
2017-1473;5149;1950
2017-726;525;2298
2018-534;672;2921
2020-645;1606;5321
2020-412;4914;5143
2020-1141;4043;5601
2017-1486;3742;1878
2017-740;935;2339
2018-560;629;2927
2020-654;1854;5319
2020-417;4075;5161
2016-1115;3188;807
2018-110;4384;2708
2017-940;903;2429
2018-562;495;2944
2020-659;2854;5339
2020-434;544;5166
2016-1136;4483;209
2018-117;674;2645
2017-1191;1698;1732
2018-653;335;2995
2019-83;1164;3707
2019-1611;2447;4802
2016-2693;3997;155
2017-1580;3628;1970
2017-1210;1746;1762
2018-672;650;3009
2019-105;3065;3737
2019-1631;4519;4831
2016-2698;857;519
2018-40;1543;2582
2017-1069;1361;2497
2018-677;302;3015
2019-106;2764;3733
2018-1312;4378;3466
2016-2701;2369;769
2018-42;2347;2590
2017-1079;5185;2484
2018-686;3923;3036
2019-118;2950;3724
2018-1324;1902;3472
2016-2725;858;389
2018-260;2189;2722
2017-1080;3739;2463
2018-451;70;2850
2019-376;2097;3895
2019-275;2970;3820
2020-1174;21;5593
2018-266;4971;2797
2017-1089;816;2534
2018-462;4335;2874
2016-523;2029;510
2016-206;3191;800
2016-1222;4377;196
2018-270;2781;2710
2017-1092;3778;2532
2018-476;4229;2873
2016-549;4035;910
2016-276;4181;803
2016-1269;4425;346
2018-277;3090;2718
2017-1093;3627;2525
2018-1114;2877;3334
2016-578;3683;1023
2016-285;4905;580
2016-1276;5201;1407
2018-290;2696;2707
2017-1094;893;2536
2018-1119;1102;3364
2016-2087;2704;1004
2016-294;3922;722
2016-1279;4685;1058
2018-298;4245;2810
2017-1260;3682;1798
2018-1126;2007;3309
2016-2095;4005;788
2016-1829;3939;482
2016-1291;3961;136
2018-299;4123;2769
2017-892;2332;2391
2018-1150;2917;3415
2016-2100;653;1192
2016-1831;2800;528
2016-2777;2727;1357
2018-303;3094;2768
2017-917;2021;2403
2019-778;1393;4204
2016-2105;4151;1265
2016-1858;4035;460
2016-2789;3212;266
2018-12;808;2650
2017-1130;3578;2545
2018-940;745;3169
2016-2116;4140;203
2016-1860;4378;556
2016-2799;3512;381
2018-191;3708;2733
2017-1150;4378;1690
2018-944;1513;3197
2020-692;3211;5365
2020-444;420;5172
2020-11;1121;4933
2018-393;3861;2865
2017-1159;1765;1740
2018-971;232;3210
2019-389;275;3942
2020-463;2302;5184
2020-41;740;4958
2018-401;4477;2825
2017-1165;3178;1730
2018-982;5296;3249
2019-1686;4234;4822
2019-292;4296;3855
2016-1360;5235;406
2018-135;2566;2651
2017-1247;4586;1769
2018-991;5238;3244
2019-1706;2170;4892
2019-294;1064;3839
2020-64;885;4942
2018-355;1129;2816
2017-1254;1414;1764
2018-994;1613;3237
2019-1710;1358;4841
2019-79;1598;3720
2020-114;2829;5013
2018-231;3200;2796
2017-1256;3464;1822
2019-132;565;3740
2019-1721;152;4855
2019-342;4036;3918
2020-132;117;4963
2018-506;1146;2920
2017-1024;4282;2449
2019-133;982;3744
2018-1063;4948;3257
2016-298;690;1153
2020-134;1948;4974
2018-702;2135;3078
2017-1025;4181;2449
2019-777;4380;4249
2018-1064;1411;3270
2016-331;3478;1365
2016-1473;3361;345
2018-719;1726;3051
2017-1034;4101;2466
2018-1215;736;3395
2016-631;2731;824
2016-359;554;1042
2016-1479;2597;829
2018-726;4866;3019
2017-1042;655;2507
2018-1235;1480;3387
2016-680;4439;1356
2016-370;4778;226
2020-141;443;4965
2018-738;727;3064
2017-1043;3115;2454
2019-883;4930;4283
2016-2221;5238;1301
2016-376;224;973
2020-152;716;4978
2018-319;4924;2829
2017-1373;1687;1861
2019-784;4265;4202
2016-2260;199;1087
2016-395;1013;981
2020-153;5220;4985
2018-326;981;2782
2017-1389;5033;1889
2019-792;143;4196
2016-2271;3989;669
2016-402;43;1063
2020-182;2177;5007
2018-332;4393;2787
2017-1392;2102;1828
2019-803;4116;4315
2016-2280;2883;503
2016-1915;5411;117
2020-186;4166;5017
2018-537;4152;2916
2017-1272;3198;1821
2019-1142;3144;4491
2020-794;3342;5405
2016-1937;2096;1420
2020-193;3157;5012
2018-564;280;2936
2017-1283;298;1790
2018-1177;643;3419
2016-707;5421;292
2020-532;3568;5245
2016-1517;4699;858
2018-635;2601;2967
2017-1295;2091;1767
2018-1189;4372;3422
2016-714;4940;1279
2020-534;4107;5246
2016-1525;2714;1246
2018-645;2322;2996
2017-1171;2287;1750
2019-844;1130;4224
2016-719;1399;38
2020-544;5051;5251
2016-1545;4751;1378
2018-654;1987;3002
2017-1511;3923;2003
2019-854;509;4292
2018-1377;4379;3530
2020-583;342;5264
2016-1577;5368;1319
2018-453;2946;2868
2017-1556;3621;1903
2019-1187;4456;4480
2019-689;391;4099
2020-595;649;5313
2016-1584;5061;5
2018-459;5373;2880
2017-1447;1483;1448
2019-1222;4240;4541
2019-1298;4178;4568
2018-1021;4786;3208
2020-225;2895;5035
2018-465;1305;2908
2017-1453;916;1849
2018-1211;4051;3376
2019-1301;1368;4691
2018-1043;4635;3264
2020-261;4370;5064
2019-1757;1143;4880
2017-1321;4786;1722
2018-1212;1078;3385
2019-1306;4467;4620
2016-448;864;725
2020-276;3462;5055
2018-1129;2670;3349
2017-1333;3666;1923
2019-660;3203;4107
2019-1318;4189;4590
2016-450;1135;745
2020-279;95;5052
2018-571;5028;2943
2017-1341;3781;1938
2019-664;2838;4151
2018-1390;1467;3523
2016-469;313;84
2016-3;2653;1186
2018-580;489;2951
2017-1346;5136;1946
2019-997;2299;4301
2019-1432;3204;4658
2016-482;5239;997
2016-37;4094;12
2018-582;2903;2969
2017-1361;4229;1804
2019-1026;1329;4366
2018-1459;4500;3600
2016-485;3375;742
2016-42;1181;46
2018-583;1476;2987
2017-1678;5168;1991
2018-1577;3169;3665
2019-1377;2857;4621
2016-2006;5312;155
2016-60;3016;949
2018-600;4785;2965
2017-1684;2909;1445
2019-920;5176;4359
2019-1385;3626;4600
2016-2035;4123;903
2016-85;4338;1103
2018-603;1400;2946
2017-1719;2263;1460
2019-926;62;4368
2018-752;4466;3111
2016-2040;3598;1073
2016-1596;2194;765
2018-955;5177;3206
2017-1726;852;1470
2019-949;1422;4325
2018-762;3760;3071
2016-2043;4321;530
2016-1599;4278;910
2018-698;3299;3045
2017-1728;4725;1472
2019-970;3057;4313
2018-773;3386;3073
2016-2056;5047;269
2016-1604;1047;1202
2019-739;1906;4192
2017-1617;4476;1947
2019-980;922;4350
2018-785;3597;3134
2016-2061;1224;1094
2016-1612;2071;456
2019-744;1827;4179
2017-1624;3409;1996
2019-31;2312;3693
2018-1490;4919;3595
2016-2066;4007;1027
2016-1627;2572;1137
2019-754;1462;4211
2017-1633;2067;2094
2019-35;4056;3694
2018-1562;4770;3657
2020-619;2955;5289
2016-1662;4426;1197
2019-772;362;4201
2017-1485;2132;1913
2019-64;2333;3682
2018-1574;4797;3669
2020-646;1774;5333
2016-1671;932;753
2019-1725;1182;4852
2018-88;4627;2642
2019-957;3786;4405
2019-162;5215;3745
2020-678;4144;5381
2020-294;3394;5082
2018-1241;4687;3392
2018-94;5292;2625
2019-1062;4136;4397
2019-94;4138;3718
2020-308;4339;5087
2019-819;1768;4284
2018-102;387;2637
2019-1068;4308;4404
2019-367;4293;3886
2020-332;1424;5111
2019-1162;69;4479
2018-113;421;2640
2019-1070;60;4412
2016-514;3564;80
2020-346;3772;5119
2019-825;352;4244
2018-114;421;2640
2019-1076;3712;4416
2016-538;3917;1054
2020-353;915;5128
2019-832;3910;4185
2018-121;4114;2657
2019-1079;1201;4447
2016-591;3144;664
2020-360;2368;5129
2019-847;3812;4292
2018-122;4114;2663
2019-1333;592;4597
2016-2111;566;931
2019-265;1706;3827
2019-857;4369;4216
2018-125;2670;2669
2019-1335;3510;4593
2016-2117;4952;399
2019-269;3678;3830
2019-858;677;4271
2018-133;2145;2651
2018-1346;4421;3491
2016-2169;4026;459
2019-609;4350;4117
2019-866;784;4263
2017-1569;936;1961
2018-1350;1776;3568
2020-753;1121;5468
2019-1604;3680;4767
2019-1216;4123;4543
2017-1590;141;2027
2016-2289;1353;977
2019-392;723;3928
2016-131;182;261
2019-681;1922;4109
2018-22;3487;2584
2016-2315;5275;399
2019-1709;972;4838
2016-152;4776;1302
2019-1002;4928;4310
2018-39;201;2581
2016-2378;1576;172
2018-1068;4150;3277
2016-154;3095;273
2019-1016;3693;4311
2018-47;2237;2622
2020-894;4012;5465
2016-623;1849;1066
2016-166;3794;580
2019-74;1590;3721
2016-806;3178;1206
2016-652;1223;1153
2016-192;4328;203
2019-1252;3275;4514
2018-263;3655;2745
2016-866;1856;990
2016-679;3697;1141
2016-1699;4228;340
2019-1259;4418;4563
2018-276;3618;2725
2016-868;4096;139
2016-2192;3144;311
2016-1709;483;227
2019-1268;1680;4647
2018-293;974;2748
2016-893;5302;1173
2016-2193;4082;383
2016-1722;5422;1149
2018-1254;952;3427
2018-309;5279;2765
2016-896;2160;1381
2016-2194;2475;690
2016-1724;5247;1246
2019-5;4582;3677
2018-315;1072;2829
2016-901;1302;335
2016-2207;4142;977
2016-1734;3089;487
2019-918;3647;4321
2018-14;840;2632
2016-2390;1784;1228
2016-2222;3830;1315
2016-1750;2078;623
2019-944;5113;4338
2018-16;591;2675
2016-2391;2467;1240
2016-2268;273;1405
2016-1768;4122;151
2019-1278;3053;4526
2018-175;4140;2706
2016-2472;3640;1127
2016-2277;5166;261
2020-407;4104;5218
2019-985;110;4383
2018-383;4977;2835
2020-947;4486;5531
2020-771;166;5418
2020-408;57;5223
2019-991;3684;4301
2018-390;4692;2832
2020-979;3911;5566
2020-780;1514;5399
2020-411;1885;5155
2019-996;407;4301
2018-415;4362;2898
2016-939;2314;1214
2020-804;4383;5439
2020-414;4618;5143
2019-959;4398;4410
2018-418;855;2819
2016-946;3206;1199
2018-1080;766;3325
2020-437;3300;5173
2019-648;5273;4092
2018-419;3698;2818
2016-969;5087;951
2018-1082;5085;3330
2019-1628;4974;4823
2019-1084;4637;4422
2018-421;3698;2818
2016-983;638;371
2018-1087;5110;3312
2018-1298;753;3446
2019-1088;2559;4437
2018-448;4258;2869
2016-2521;5448;132
2016-718;76;806
2018-1333;1983;3482
2019-1338;4593;4602
2018-155;2980;2735
2016-2525;520;555
2016-742;1618;238
2019-280;539;3879
2018-1341;621;3507
2018-334;2724;2800
2016-2527;1278;715
2016-747;3473;596
2016-221;4113;543
2018-1345;1130;3536
2018-216;393;2692
2016-2531;4338;968
2018-1356;518;3513
2016-273;928;1185
2016-789;1596;631
2018-226;4684;2729
2016-2573;3907;530
2018-1370;286;3525
2016-280;4641;1034
2016-803;145;1360
2018-233;3381;2778
2020-1005;3796;5539
2018-1380;4606;3527
2016-1803;2115;98
2016-2338;2568;704
2018-512;1532;2920
2020-1006;3796;5539
2019-687;1640;4090
2016-1842;3480;34
2016-2373;1080;605
2018-514;4460;2890
2020-1009;4144;5537
2019-695;2365;4157
2016-1855;5351;384
2016-2374;3009;644
2018-727;781;3019
2020-1030;3408;5539
2019-700;4477;4124
2016-1859;2049;529
2016-2381;4031;617
2018-728;799;3047
2016-1004;1647;1116
2019-1046;165;4446
2016-1862;3909;607
2020-836;3168;5462
2018-539;1998;2920
2016-1023;5349;70
2019-1300;4434;4691
2016-1867;3144;1287
2020-845;984;5470
2018-544;5365;2932
2016-1044;2726;521
2018-1382;3613;3516
2020-462;809;5199
2020-866;1021;5504
2018-644;3576;3007
2016-1050;4190;1230
2018-1400;663;3521
2020-486;1369;5237
2020-882;2045;5477
2018-467;1938;2910
2016-1075;2788;611
2018-1409;55;3565
2020-519;4478;5232
2020-904;849;5511
2019-1735;417;4877
2016-1096;411;751
2018-1505;1730;3614
2019-288;417;3871
2020-912;5159;5549
2019-1754;4142;4891
2020-1092;4149;5601
2018-1510;1393;3598
2019-289;5139;3867
2016-804;3112;1119
2018-1112;4534;3296
2020-1094;4149;5601
2019-1114;2535;4499
2019-293;3448;3903
2016-816;4384;1031
2020-1106;4705;5601
2019-1408;1060;4633
2019-334;539;3879
2016-822;2461;211
2018-1136;4234;3326
2020-1112;4884;5601
2018-767;1834;3074
2019-341;4231;3918
2016-847;899;332
2018-1146;597;3316
2020-1115;4884;5601
2018-1485;5277;3608
2019-347;2579;3914
2016-848;3668;339
2018-1147;481;3338
2020-1117;4256;5601
2018-882;1691;3186
2019-354;4763;3958
2016-859;2403;1019
2018-1153;4976;3410
2016-1146;4565;700
2018-1560;4342;3657
2016-312;4026;220
2016-2387;4983;1010
2018-565;5461;2936
2016-1171;3953;1041
2016-315;4823;276
2016-2423;747;911
2018-569;5213;2943
2016-1192;861;888
2016-330;358;1215
2016-2451;772;281
2018-577;1433;2939
2016-2687;4684;1345
2016-342;1596;653
2016-2467;5237;917
2018-584;3416;2974
2016-2706;148;1018
2016-362;4200;549
2020-928;693;5528
2018-607;2822;2958
2016-2726;314;1136
2016-365;4333;592
2020-941;5016;5521
2018-942;5168;3169
2016-2750;4024;469
2016-372;4167;527
2020-945;4486;5531
2018-948;882;3192
2016-2770;2415;1175
2016-394;4816;968
2020-950;1782;5497
2018-1002;1117;3310
2016-2775;4722;1223
2016-397;4073;1081
2020-968;4013;5550
2019-734;2503;4174
2020-1157;4138;5587
2016-1883;3360;953
2020-969;575;5556
2019-735;3722;4177
2016-1225;1552;240
2016-1899;5115;634
2020-972;5285;5566
2019-741;1906;4184
2016-1230;4716;896
2016-1920;2241;329
2020-984;1927;5541
2019-750;5127;4190
2016-1259;4190;197
2016-1945;123;795
2016-914;3362;1285
2019-771;4503;4213
2016-2800;497;565
2016-1962;4156;700
2016-937;3836;1126
2019-892;1290;4215
2020-48;1491;4934
2020-540;1211;5326
2016-963;1805;578
2019-895;3506;4296
2016-1311;3946;1417
2020-569;3064;5297
2016-973;2176;1212
2019-902;3832;4389
2016-1323;4905;151
2020-571;652;5284
2016-996;4434;460
2019-913;5096;4316
2016-1338;4570;784
2019-361;3257;3890
2016-2486;5406;1297
2019-807;1310;4217
2020-59;2473;4937
2019-1646;4434;4757
2016-2492;2242;976
2019-817;89;4217
2020-69;3097;4940
2019-1657;4762;4798
2016-2517;3846;255
2019-1141;922;4464
2020-118;2829;5020
2018-1026;5079;3252
2016-2550;4708;984
2019-1146;1105;4466
2020-121;2829;5027
2016-422;1616;313
2016-1067;907;173
2019-1149;1479;4530
2016-1430;1632;1427
2016-456;529;902
2016-1068;386;192
2019-1151;477;4478
2016-1464;4513;568
2016-468;3692;12
2016-1069;2054;198
2019-1176;2833;4490
2016-1484;3354;1283
2016-483;541;1117
2016-1086;5221;281
2018-1167;2007;3366
2020-142;4162;4975
2016-504;5320;1310
2020-1069;2234;5595
2018-1186;1597;3404
2020-168;2628;5018
2016-2033;4282;834
2020-1072;819;5602
2019-822;2604;4277
2020-174;2433;4998
2016-2052;3830;147
2020-1099;2717;5601
2019-839;851;4218
2016-1492;3831;674
2016-2053;4883;155
2016-1114;1159;696
2019-852;4456;4292
2016-1497;4417;1156
2016-2055;4384;240
2016-1138;5257;230
2019-1185;1250;4509
2016-1518;2723;894
2020-601;1834;5290
2016-1149;5206;997
2019-1199;78;4518
2016-1531;2212;507
2020-613;4999;5300
2016-1152;4202;1087
2019-1219;4328;4543
2016-1549;5453;832
2020-655;1822;5352
2016-1169;3830;722
2019-1226;2685;4536
2016-1563;1100;576
2020-664;2709;5334
2016-2697;3076;501
2019-663;1442;4139
2016-1578;154;1405
2020-665;2709;5334
2016-2738;977;788
2019-676;368;4136
2020-236;3368;5053
2016-522;3630;474
2016-2739;4356;816
2019-1012;1361;4328
2020-257;3327;5062
2016-534;2044;854
2020-1154;43;5574
2019-1035;5179;4346
2016-31;2168;1282
2016-541;5319;1290
2020-1162;2350;5590
2019-1281;3014;4532
2016-32;3178;1355
2016-552;4460;50
2020-1176;2855;5604
2019-1282;1769;4567
2016-77;2441;970
2016-568;3720;1404
2016-1238;4441;340
2018-1340;4040;3496
2016-1620;4800;885
2016-576;4036;859
2016-2782;447;1054
2019-1242;2507;4514
2016-1621;4032;933
2016-2134;4179;1404
2020-21;1773;4924
2019-1265;4132;4619
2016-1632;2104;430
2016-2138;4469;450
2020-35;4208;4925
2018-1246;1005;3414
2016-1655;4671;154
2016-2164;3033;103
2020-53;1395;4945
2018-1253;952;3427
2020-347;4979;5110
2016-2172;4006;1000
2016-1319;5193;537
2019-7;3895;3674
2020-348;480;5110
2016-2178;1602;479
2016-1330;4204;792
2019-13;235;3686
2020-349;3476;5121
2020-682;4385;5363
2016-1363;3738;1165
2019-927;4485;4418
2019-264;1807;3827
2020-730;3648;5369
2016-1364;3451;1254
2019-928;4484;4306
2019-604;3046;4077
2020-735;3365;5382
2020-122;5253;4968
2019-960;5038;4309
2019-620;4347;4126
2020-737;5004;5377
2020-124;510;4970
2019-962;5399;4345
2019-631;5118;4154
2020-740;5373;5396
2016-1396;187;608
2019-966;1450;4386
2019-636;1888;4116
2020-748;2188;5386
2016-1404;4379;1015
2019-972;2798;4351
2019-639;3664;4113
2020-751;705;5388
2016-1411;3379;494
2019-647;3134;4097
2016-122;5076;844
2019-1712;3137;4863
2016-1418;4441;719
2019-655;1033;4094
2016-157;1844;973
2019-1719;5293;4848
2016-1452;909;1110
2016-774;920;1217
2016-186;469;28
2016-605;4920;1386
2016-1457;2457;1085
2016-778;5415;1074
2016-1698;1303;335
2016-617;4888;535
2016-1460;2415;1352
2016-799;5164;1057
2016-1763;5294;675
2016-620;1868;941
2016-1471;5214;158
2016-2288;4371;947
2016-1773;2932;487
2016-638;4285;116
2016-1483;394;1256
2016-2302;5086;691
2020-367;4596;5120
2016-644;4339;1380
2020-135;601;4976
2016-2358;653;448
2020-372;3924;5174
2016-659;1978;228
2020-149;1009;4979
2016-2370;3787;1153
2020-382;696;5134
2016-675;5422;316
2020-161;1765;4984
2016-2372;4002;365
2020-395;2998;5157
2016-2229;474;971
2020-179;4434;4990
2020-840;2838;5462
2020-431;25;5176
2016-2245;4;1153
2020-189;5361;5017
2020-860;34;5478
2019-1618;5419;4796
2020-758;548;5404
2020-194;1653;5016
2020-868;1021;5504
2018-1316;4178;3468
2020-776;5152;5403
2020-200;3690;5029
2020-890;5459;5467
2018-1322;2158;3477
2020-782;4036;5490
2016-1510;462;32
2020-895;3307;5483
2018-1335;2742;3467
2020-784;668;5420
2016-1521;2315;967
2020-911;5157;5549
2019-277;1250;3940
2020-788;291;5421
2016-1544;1098;1351
2016-861;4346;1235
2016-235;4811;1384
2020-803;4428;5439
2016-1546;1421;1389
2016-894;3345;1226
2016-237;2550;446
2020-817;2070;5436
2016-1551;5162;870
2016-900;3084;161
2016-269;3830;1249
2020-828;3098;5494
2020-217;3690;5029
2016-902;4560;347
2016-277;4623;900
2020-832;2118;5462
2020-222;2829;5034
2016-2397;3500;1284
2016-293;175;603
2018-1084;3615;3272
2020-241;3157;5050
2016-2400;464;11
2016-1818;3857;1128
2018-1086;2515;3303
2020-254;2068;5043
2016-2403;5405;106
2016-1836;4024;511
2016-712;3092;1427
2020-258;1269;5062
2016-2405;943;559
2016-1838;1191;871
2016-716;4279;111
2020-273;95;5051
2016-2413;4105;440
2016-1868;4455;1342
2016-717;4033;347
2019-180;86;3822
2020-275;1362;5054
2016-2448;4997;1156
2020-459;2520;5212
2016-724;2201;609
2019-182;1796;3811
2016-15;4025;392
2016-2460;1681;212
2020-478;4495;5195
2016-731;2245;532
2019-510;4222;4001
2016-30;3174;1047
2016-2479;3830;567
2020-492;5249;5233
2016-738;2929;116
2019-1472;1863;4699
2016-34;4331;1138
2020-931;693;5528
2020-517;2184;5291
2019-1486;3487;4739
2016-1606;1721;125
2020-949;1714;5497
2019-309;4231;3894
2019-1495;4234;4706
2016-1624;1765;1021
2020-975;127;5560
2019-311;2582;3883
2019-1498;1671;4718
2016-1635;3623;132
2016-911;1347;1120
2019-335;1094;3877
2018-842;1139;3139
2016-1638;2392;1218
2016-913;3251;1222
2019-339;5052;3918
2018-867;1905;3163
2016-1652;1517;64
2016-923;3943;687
2019-356;584;3872
2018-871;3656;3138
2016-927;5443;866
2019-357;2349;3916
2018-874;3363;3161
2019-274;1142;3826
2016-2499;5340;675
2016-320;857;514
2019-232;4897;3829
2019-625;4899;4114
2016-2503;385;88
2016-339;3117;159
2019-240;5044;3844
